itemPrice,priceAfterCoupon,pointsPayerId,rewardsProductPartnerId,rewardsGroup,receiptid,targetPrice,needsFetchReviewReason,metabriteCampaignId,barcode,userFlaggedPrice,discountedItemPrice,userFlaggedBarcode,competitorRewardsGroup,originalReceiptItemText,originalFinalPrice,brandCode,quantityPurchased,itemNumber,userFlaggedDescription,pointsNotAwardedReason,description,userFlaggedNewItem,needsFetchReview,originalMetaBriteQuantityPurchased,pointsEarned,deleted,finalPrice,originalMetaBriteDescription,competitiveProduct,userFlaggedQuantity,preventTargetGapPoints,partnerItemId,originalMetaBriteItemPrice,originalMetaBriteBarcode
0.92,,,,,60023e8f0a720f05f300008b,,,,,,0.92,,,STARKIST CHUNK LT TU,,STARKIST,1,,,,STARKIST CHUNK LT TU,,,,,,0.92,,,,,1188,,
3.99,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,,60023e8f0a720f05f300008b,,,,511111001485,,3.99,,,TOSTITOS MED SALSA,,TOSTITOS,1,,,Action not allowed for user and CPG,TOSTITOS,,,,,,3.99,,False,,,1189,,
36.99,,,,,60023e8f0a720f05f300008b,,,,009800300037,,36.99,,,TC NCTN GUM 2MG COOL,,TIC TAC,1,,,,Tic Tac Cool Watermelon Gum,,,,,,36.99,,,,,1192,,
15.67,,,,,60023e8f0a720f05f300008b,,,,,,15.67,,,PREV FRZN ALASKAN SO,,SO DELICIOUS,1,,,,PREV FRZN ALASKAN SO,,,,,,15.67,,,,,1195,,
26.99,,,,,60023e8f0a720f05f300008b,,,,,,26.99,,,TC NCTN GUM 2MG MINT,,,1,,,,TC NCTN GUM 2MG MINT,,,,,,26.99,,,,,1199,,
4.99,,,,,60023e8f0a720f05f300008b,,,,754500990209,,4.99,,,HYV SWT SMKD THICK,,HY-VEE,1,,,,Hy-Vee Sweet Smoked Thick Sliced Bacon,,,,,,4.99,,,,,1202,,
6.99,,,559c2234e4b06aca36af13c6,,60023e8f0a720f05f300008b,,,,014113910026,,6.99,,PLANTERS PISTACHIOS,WNDRFL RSTD&SALTED,,WONDERFUL,1,,,,"Wonderful Roasted & Salted Pistachios, 16 oz",,,,,,6.99,,,,,1206,,
3.85,,550b2565e4b001d5e9e4146f,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",60023e8f0a720f05f300008b,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",036000391718,,3.85,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,KLEENEX,1,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,,,,38.5,,3.85,,,,,1209,,
6.26,,,,,60023e8f0a720f05f300008b,,,,,,6.26,,,KLARBRUNN 12PK 12 FL OZ,,,2,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,6.26,,,,,1212,,
4.72,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,60023e8f0a720f05f300008b,,,DORITOS NACHO CHEESE MULTI SERVE,028400643061,,4.72,,,"DORITOS NACHO CHEESE, 28.5 OZ",,DORITOS,1,,,Action not allowed for user and CPG,DORITOS TORTILLA CHIP NACHO CHEESE BAG 14.5 OZ,,,,,,4.72,,,,,1215,,
6.79,,,,,60023e8f0a720f05f300008b,,,,,,6.79,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,1,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,6.79,,,,,1218,,
2.82,,550b2565e4b001d5e9e4146f,550b2565e4b001d5e9e4146f,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",60023e8f0a720f05f300008b,,,"KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK",036000391718,,2.82,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,KLEENEX,1,,,,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,,,,28.2,,2.82,,,,,1221,,
16.56,,,,,60023e8f0a720f05f300008b,,,,,,16.56,,,KLARBRUNN 12PK 12 FL OZ,,,6,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,16.56,,,,,1226,,
8.86,,,,,60023e8f0a720f05f300008b,,,,,,8.86,,,"BORDEN 2% MILK, 1/2 GAL",,BORDEN,2,,,,"BORDEN 2% MILK, 1/2 GAL",,,,,,8.86,,,,,1229,,
13.30,,,,,60023e8f0a720f05f300008b,,,,,,13.30,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,2,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,13.30,,,,,1232,,
3.37,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,60023e8f0a720f05f300008b,,,DORITOS NACHO CHEESE MULTI SERVE,028400642033,,3.37,,,"DORITOS NACHO CHEESE, 28.5 OZ",,DORITOS,1,,,Action not allowed for user and CPG,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,,,,,,3.37,,,,,1235,,
4.22,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,60023e8f0a720f05f300008b,,,DORITOS NACHO CHEESE MULTI SERVE,028400642033,,4.22,,,"DORITOS NACHO CHEESE, 28.5 OZ",,DORITOS,1,,,Action not allowed for user and CPG,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,,,,,,4.22,,,,,1238,,
8.00,,,,,60023e8f0a720f05f300008b,,,,,,8.00,,,"BORDEN 2% MILK, 1/2 GAL",,,5,,,,"BORDEN 2% MILK, 1/2 GAL",,,,,,8.00,,,,,1241,,
8.58,,,,,60023e8f0a720f05f300008b,,,,815473013279,,8.58,,,"BORDEN 2% MILK, 1/2 GAL",,BORDEN,2,,,,Borden 2% Reduced Fat Milk,,,,,,8.58,,,,,1247,,
7.50,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,60023e8f0a720f05f300008b,,,KNORR SIDES,041000022623,,7.50,,,KNORR CREAMY CHICKEN,,KNORR,5,,,,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,,,,75.0,,7.50,,,,,1250,,
26.80,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,60023e8f0a720f05f300008b,,,BEN AND JERRYS ICE CREAM,076840580750,,26.80,,,BEN & JERRY' S CHUNKY MONKEY PINT,,BEN AND JERRYS,5,,,,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,,,,268.0,,26.80,,,,,1253,,
9.63,,,,,60023e8f0a720f05f300008b,,,,,,9.63,,,KLARBRUNN 12PK 12 FL OZ,,,3,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,9.63,,,,,1256,,
21.76,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,60023e8f0a720f05f300008b,,,BEN AND JERRYS ICE CREAM,076840580750,,21.76,,,BEN & JERRY' S CHUNKY MONKEY PINT,,BEN AND JERRYS,4,,,,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,,,,217.6,,21.76,,,,,1259,,
15.93,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,60023e8f0a720f05f300008b,,,BEN AND JERRYS ICE CREAM,076840580750,,15.93,,,BEN & JERRY' S CHUNKY MONKEY PINT,,BEN AND JERRYS,3,,,,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,,,,159.3,,15.93,,,,,1265,,
13.86,,,,,60023e8f0a720f05f300008b,,,,,,13.86,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,2,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,13.86,,,,,1268,,
19.02,,,,,60023e8f0a720f05f300008b,,,,,,19.02,,,KLARBRUNN 12PK 12 FL OZ,,,6,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,19.02,,,,,1271,,
16.41,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,60023e8f0a720f05f300008b,,,BEN AND JERRYS ICE CREAM,076840580750,,16.41,,,BEN & JERRY' S CHUNKY MONKEY PINT,,BEN AND JERRYS,3,,,,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,,,,164.1,,16.41,,,,,1277,,
9.48,,,,,60023e8f0a720f05f300008b,,,,,,9.48,,,"BORDEN 2% MILK, 1/2 GAL",,BORDEN,2,,,,"BORDEN 2% MILK, 1/2 GAL",,,,,,9.48,,,,,1280,,
6.28,,,,,60023e8f0a720f05f300008b,,,,,,6.28,,,KLARBRUNN 12PK 12 FL OZ,,,2,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,6.28,,,,,1283,,
13.10,,,,,60023e8f0a720f05f300008b,,,,,,13.10,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,2,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,13.10,,,,,1289,,
3.26,,,,,60023e8f0a720f05f300008b,,,,,,3.26,,,KNORR CREAMY CHICKEN,,,2,,,,KNORR CREAMY CHICKEN,,,,,,3.26,,,,,1292,,
1.78,,,,,60023e8f0a720f05f300008b,,,,,,1.78,,,"PEPSI COLA, 12 OZ. CAN",,,2,,,,"PEPSI COLA, 12 OZ. CAN",,,,,,1.78,,,,,1295,,
7.04,,,,,60023e8f0a720f05f300008b,,,,815473013279,,7.04,,,"BORDEN 2% MILK, 1/2 GAL",,BORDEN,2,,,,Borden 2% Reduced Fat Milk,,,,,,7.04,,,,,1301,,
8.80,,,,,60023e8f0a720f05f300008b,,,,815473013279,,8.80,,,"BORDEN 2% MILK, 1/2 GAL",,BORDEN,2,,,,Borden 2% Reduced Fat Milk,,,,,,8.80,,,,,1304,,
13.68,,,,,60023e8f0a720f05f300008b,,,,,,13.68,,,KLARBRUNN 12PK 12 FL OZ,,,4,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,13.68,,,,,1307,,
8.79,,,,,60023e8f0a720f05f300008b,,,,,,8.79,,,KLARBRUNN 12PK 12 FL OZ,,,3,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,8.79,,,,,1310,,
11.68,,,,,60023e8f0a720f05f300008b,,,,,,11.68,,,KLARBRUNN 12PK 12 FL OZ,,,4,,,,KLARBRUNN 12PK 12 FL OZ,,,,,,11.68,,,,,1316,,
1.20,,,,,60023e8f0a720f05f300008b,,,,,,1.20,,,"PEPSI COLA, 12 OZ. CAN",,,2,,,,"PEPSI COLA, 12 OZ. CAN",,,,,,1.20,,,,,1322,,
4.08,,,,,60023e8f0a720f05f300008b,,,,,,4.08,,,"BORDEN 2% MILK, 1/2 GAL",,,1,,,,"BORDEN 2% MILK, 1/2 GAL",,,,,,4.08,,,,,1325,,
12.25,,,,,60023e8f0a720f05f300008b,,,,,,12.25,,,KNORR CREAMY CHICKEN,,,7,,,,KNORR CREAMY CHICKEN,,,,,,12.25,,,,,1328,,
3.90,,,,,60023e8f0a720f05f300008b,,,,,,3.90,,,"PEPSI COLA, 12 OZ. CAN",,,3,,,,"PEPSI COLA, 12 OZ. CAN",,,,,,3.90,,,,,1334,,
13.04,,,,,60023e8f0a720f05f300008b,,,,,,13.04,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,2,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,13.04,,,,,1337,,
6.80,,,,,60023e8f0a720f05f300008b,,,,,,,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,,1,,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,,,,,6.80,,,,,1340,,
0.78,,,,,60023e8f0a720f05f300008b,,,,,,0.78,,,"PEPSI COLA, 12 OZ. CAN",,,1,,,,"PEPSI COLA, 12 OZ. CAN",,,,,,0.78,,,,,1343,,
6.80,,,,,60023e8f0a720f05f300008b,,,,,,6.80,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,1,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,6.80,,,,,1346,,
1.29,,,,,60020d2a0a720f05f300008a,,,,,,1.29,,,HYV GRADE A X LRG EG,,HY-VEE,1,,,,HYV GRADE A X LRG EG,,,,,,1.29,,,,,1023,,
0.54,,,,,60020d2a0a720f05f300008a,,,,,,0.54,,,HYV LF BLUEBERRY YOG,,HY-VEE,1,,,,HYV LF BLUEBERRY YOG,,,,,,0.54,,,,,1024,,
0.54,,,5332f5f3e4b03c9a25efd0ae,YOPLAIT GREEK YOGURT,60020d2a0a720f05f300008a,,,,036632011077,,0.54,,,HYV LF KEY LIME PIE,,LIGHT & FIT GREEK,1,,,,Light & Fit Greek Crunch Key Lime Pie Yogurt,,,,,,0.54,,True,,,1025,,
0.54,,,,,60020d2a0a720f05f300008a,,,,,,0.54,,,HYV LF PEACH YOGURT,,HY-VEE,1,,,,HYV LF PEACH YOGURT,,,,,,0.54,,,,,1026,,
0.54,,,,,60020d2a0a720f05f300008a,,,,,,0.54,,,HYV LF VANILLA YOGUR,,HY-VEE,1,,,,HYV LF VANILLA YOGUR,,,,,,0.54,,,,,1027,,
3.99,,,,,60020d2a0a720f05f300008a,,,,,,3.99,,,SASSY COW 1% MILK,,,1,,,,1% Milk,,,,,,3.99,,,,,1028,,
5.99,,,559c2234e4b06aca36af13c6,,60020d2a0a720f05f300008a,,,,075706191031,,5.99,,,CONNIES SUPREME PIZZ,,CONNIE'S PIZZA,1,,,,CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ,,,,,,5.99,,,,,1031,,
2.29,,,,,60020d2a0a720f05f300008a,,,,,,2.29,,,HV MIXED VEGETABLES,,,1,,,,HV MIXED VEGETABLES,,,,,,2.29,,,,,1032,,
6.99,,,559c2234e4b06aca36af13c6,,60020d2a0a720f05f300008a,,,,019600920106,,6.99,,SMART ONES,VAN DE KAMP JUMBO FI,,VAN DE KAMP'S,1,,,,Van de Kamp's - Crispy Fish Fillets 19.45-oz,,,,,,6.99,,,,,1033,,
1.09,,,,,60020d2a0a720f05f300008a,,,,,,1.09,,,GRIMES NSA RED KIDNE,,,1,,,,GRIMES NSA RED KIDNE,,,,,,1.09,,,,,1036,,
1.19,,,559c2234e4b06aca36af13c6,,60020d2a0a720f05f300008a,,,,028189000079,,1.19,,,HATCH NACHO SLCD JAL,,HATCH FARMS,1,,,,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,,,,,,1.19,,,,,1037,,
5.99,,,,,60020d2a0a720f05f300008a,,,,754500326305,,5.99,,,HYV CLOVER HNY BEAR,,HY-VEE,1,,,,Hy-Vee Clover Honey Bear,,,,,,5.99,,,,,1039,,
2.39,,,,,60020d2a0a720f05f300008a,,,,,,2.39,,,HYV KETTLE MESQ BBQ,,HY-VEE,1,,,,HYV KETTLE MESQ BBQ,,,,,,2.39,,,,,1040,,
4.29,,,,,60020d2a0a720f05f300008a,,,,,,4.29,,,KELL ORIG FRSTD MINI,,KELLOGG'S,1,,,,KELL ORIG FRSTD MINI,,,,,,4.29,,,,,1041,,
2.99,,,,,60020d2a0a720f05f300008a,,,,,,2.99,,,SIMPLY HVY DUTY FOIL,,,1,,,,SIMPLY HVY DUTY FOIL,,,,,,2.99,,,,,1042,,
1.99,,,550b2565e4b001d5e9e4146f,,60020d2a0a720f05f300008a,,,,058496723002,,1.99,,,TEMPT TASTY CHICKEN,,TEMPTATIONS,1,,,,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,,,,,,1.99,,,,,1043,,
3.99,,,559c2234e4b06aca36af13c6,,60020d2a0a720f05f300008a,,,,058449450023,,3.99,,,NATURES PATH OF OATS,,NATURE'S PATH ORGANIC,1,,,,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,,,,,,3.99,,,,,1046,,
4.99,,,,,60020d2a0a720f05f300008a,,,,075450093070,,4.99,,,HYV MED CHED BRICK,,HY-VEE,1,,,,Hy-Vee Medium Cheddar Cheese Brick,,,,,,4.99,,,,,1050,,
1.31,,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,DOLE BLENDS MULTI SERVE,60020d2a0a720f05f300008a,,,DOLE BLENDS MULTI SERVE,048500256763,,1.31,,,DOLE BANANAS,,DOLE,1,,,Action not allowed for user and CPG,DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ,,,,,,1.31,,,,,1053,,
2.21,,,,,60020d2a0a720f05f300008a,,,,4816,,2.21,,,GOLDEN SWT POTATO,,,1,,,,Golden Sweet Potato,,,,,,2.21,,,,,1055,,
0.88,,,,,60020d2a0a720f05f300008a,,,,,,0.88,,,GREEN BELL PEPPERS,,,1,,,,Green Bell Peppers,,,,,,0.88,,,,,1057,,
0.91,,,,,60020d2a0a720f05f300008a,,,,4166,,0.91,,,SWEET ONIONS,,,1,,,,Other Sweet Onions,,,,,,0.91,,,,,1058,,
1.99,,,,,60020d2a0a720f05f300008a,,,,075450120400,,1.99,,,HV CAGE FREE LG WHT,,HY-VEE,1,,,,Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,,,,,,1.99,,,,,1063,,
1.84,,,,,60020d2a0a720f05f300008a,,,,,,1.84,,,HYV HALF & HALF,,HY-VEE,1,,,,HYV HALF & HALF,,,,,,1.84,,,,,1064,,
0.56,,,5332f5f3e4b03c9a25efd0ae,YOPLAIT GREEK YOGURT,60020d2a0a720f05f300008a,,,,036632011077,,0.56,,,HYV LF KEY LIME PIE,,LIGHT & FIT GREEK,1,,,,Light & Fit Greek Crunch Key Lime Pie Yogurt,,,,,,0.56,,True,,,1065,,
0.56,,,,,60020d2a0a720f05f300008a,,,,754500797204,,0.56,,,HYV LF ORANGE CREAM,,HY-VEE,1,,,,Hy-Vee Orange Cream Lowfat Yogurt,,,,,,0.56,,,,,1066,,
0.56,,,,,60020d2a0a720f05f300008a,,,,,,0.56,,,HYV LF VANILLA YOGUR,,HY-VEE,1,,,,HYV LF VANILLA YOGUR,,,,,,0.56,,,,,1067,,
3.99,,,,,60020d2a0a720f05f300008a,,,,075450085150,,3.99,,,HYV UNSLTD SWT BTR,,HY-VEE,1,,,,Hy-Vee Unsalted Sweet Butter Quarters,,,,,,3.99,,,,,1068,,
4.09,,,,,60020d2a0a720f05f300008a,,,,,,4.09,,,SASSY COW 2% MILK,,,1,,,,2% Milk,,,,,,4.09,,,,,1069,,
4.99,,,559c2234e4b06aca36af13c6,,60020d2a0a720f05f300008a,,,,071007023095,,4.99,,,EL MONT GREEN CHILI,,EL MONTEREY,1,,,,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,,,,,,4.99,,,,,1072,,
3.49,,,5332f5f6e4b03c9a25efd0b4,LIPTON TEA,60020d2a0a720f05f300008a,,,,072310001459,,3.49,,LIPTON TEA,BIGELOW GRN TEA W/LE,,BIGELOW,1,,,,Bigelow Green Tea Bags with Lemon,,,,,,3.49,,True,,,1075,,
2.39,,,,,60020d2a0a720f05f300008a,,,,,,2.39,,,HYV KETTLE MESQ BBQ,,HY-VEE,1,,,,HYV KETTLE MESQ BBQ,,,,,,2.39,,,,,1077,,
2.39,,,,,60020d2a0a720f05f300008a,,,,754502285808,,2.39,,,HYV KETTLE PUB MUSTA,,HY-VEE,1,,,,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,,,,,,2.39,,,,,1078,,
2.99,,,,,60020d2a0a720f05f300008a,,,,,,2.99,,,HYV SELECT WIDE NOOD,,HY-VEE SELECT,1,,,,HYV SELECT WIDE NOOD,,,,,,2.99,,,,,1079,,
3.79,,,559c2234e4b06aca36af13c6,,60020d2a0a720f05f300008a,,,,041390024368,,3.79,,FOOD NETWORK KITCHEN INSPIRATIONS COOKING SAUCE,KIKKO THAI CHILI SCE,,KIKKOMAN,1,,,,KKMN SWT CHL RFRG AFTR OPNN SC BTL 13 OZ,,,,,,3.79,,,,,1080,,
1.88,,,,,60020d2a0a720f05f300008a,,,,,,1.88,,,SPL K ORIGINAL,,SPECIAL K,1,,,,SPL K ORIGINAL,,,,,,1.88,,,,,1082,,
5.58,,5a734034e4b0d58f376be874,5a734034e4b0d58f376be874,,60020d2a0a720f05f300008a,,,,511111204206,,5.58,,,SWANSON UNSLTD CKN,,SWANSON,2,,,,SWANSON,,,,55.8,,5.58,,False,,,1083,,
5.99,,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,YUBAN COFFEE,60020d2a0a720f05f300008a,,,YUBAN COFFEE,043000716021,,5.99,,,YUBAN TRDTNL ROAST,,YUBAN,1,,,,YUBAN Traditional Medium Roast Ground Coffee 12 oz. Canister,,,,30.0,,5.99,,,,,1085,,
3.99,,,559c2234e4b06aca36af13c6,,60020d2a0a720f05f300008a,,,,044500341720,,3.99,,OSCAR MAYER SAUSAGE LINK,HILLS TRKY POLSKA KI,,HILLSHIRE FARM,1,,,,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,,,,,,3.99,,,,,1088,,
2.99,,,,,60020d2a0a720f05f300008a,,,,754500958803,,2.99,,,HYV DICED COOKED HAM,,HY-VEE,1,,,,Hy-Vee Diced Cooked Ham,,,,,,2.99,,,,,1089,,
2.79,,,,,60020d2a0a720f05f300008a,,,,,,2.79,,,HYV EX SHARP CHEDDAR,,HY-VEE,1,,,,HYV EX SHARP CHEDDAR,,,,,,2.79,,,,,1090,,
6.99,,,559c2234e4b06aca36af13c6,JUST BARE FRESH CHICKEN BREAST FILETS,60020d2a0a720f05f300008a,,,JUST BARE FRESH CHICKEN BREAST FILETS,024105590051,,6.99,,,JUST BARE CKN BREAST,,JUST BARE,1,,,,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,,,,,,6.99,,,,,1091,,
5.99,,,,,60020d2a0a720f05f300008a,,,,21251000000,,5.99,,,LEAN GRND BF 93% 7%,,LAURA'S LEAN BEEF,1,,,,Laura's Lean Beef Ground Beef 93% Lean & Natural,,,,,,5.99,,,,,1092,,
2.99,,,,,60020d2a0a720f05f300008a,,,,,,2.99,,,BLUEBERRIES,,,1,,,,Blueberries,,,,,,2.99,,,,,1095,,
2.99,,,,,60020d2a0a720f05f300008a,,,,4060,,2.99,,,BROCCOLI,,,1,,,,Broccoli,,,,,,2.99,,,,,1096,,
2.49,,,,,60020d2a0a720f05f300008a,,,,,,2.49,,,CAL ORG WHOLE CARTS,,CAL-ORGANIC FARMS,1,,,,CAL ORG WHOLE CARTS,,,,,,2.49,,,,,1097,,
1.53,,,559c2234e4b06aca36af13c6,DOLE 100% FRUIT JUICES,60020d2a0a720f05f300008a,,,DOLE 100% FRUIT JUICES,048500052020,,1.53,,,DOLE BANANAS,,DOLE CHILLED FRUIT JUICES,1,,,,DL PNPL ORNG BNN FRZN CNCN CAN 48 OZ JC BLND 12 FL OZ,,,,,,1.53,,,,,1098,,
3.49,,,,,60020d2a0a720f05f300008a,,,,,,3.49,,,DOLE ITALIAN BLEND,,DOLE,1,,,,DOLE ITALIAN BLEND,,,,,,3.49,,,,,1100,,
2.05,,,,,60020d2a0a720f05f300008a,,,,4069,,2.05,,,GREEN CABBAGE,,,1,,,,Green Cabbage,,,,,,2.05,,,,,1101,,
3.99,,,,,60020d2a0a720f05f300008a,,,,,,3.99,,,LEEK,,,1,,,,Leek,,,,,,3.99,,,,,1103,,
1.82,,,,,60020d2a0a720f05f300008a,,,,4093,,1.82,,,YELLOW ONIONS,,,1,,,,Large Yellow Onions,,,,,,1.82,,,,,1104,,
19.99,,,,,60020d2a0a720f05f300008a,,,,,,19.99,,,BAREFOOT PINOT NOIR,,,1,,,,BAREFOOT PINOT NOIR,,,,,,19.99,,,,,1108,,
1.47,,,,,60020d2a0a720f05f300008a,,,,754500973400,,1.47,,,HYV 4% LRG CURD COTT,,HY-VEE,1,,,,Hy-Vee 4% Large Curd Cottage Cheese,,,,,,1.47,,,,,1111,,
0.56,,,,,60020d2a0a720f05f300008a,,,,075450079760,,0.56,,,HYV LF BLACKBERRY YO,,HY-VEE,1,,,,Hy-Vee Lowfat Blackberry Yogurt,,,,,,0.56,,,,,1112,,
0.56,,,,,60020d2a0a720f05f300008a,,,,754500947807,,0.56,,,HYV LF LEMON YOGURT,,HY-VEE,1,,,,Hy-Vee Lemon Flavored Lowfat Yogurt,,,,,,0.56,,,,,1113,,
0.56,,,5332f5f3e4b03c9a25efd0ae,YOPLAIT GREEK YOGURT WHIPS,60020d2a0a720f05f300008a,,,,689544081937,,0.56,,,VV F PEACH YOGURT,,FAGE,1,,,,Fage 0% Peach Greek Yogurt,,,,,,0.56,,True,,,1114,,
2.77,,,,,60020d2a0a720f05f300008a,,,,075450085150,,2.77,,,HYV UNSLTD SWT BTR,,HY-VEE,1,,,,Hy-Vee Unsalted Sweet Butter Quarters,,,,,,2.77,,,,,1116,,
1.59,,,,,60020d2a0a720f05f300008a,,,,,,1.59,,,BUSHS MILD KIONEY CH,,BUSH'S BEST,1,,,,BUSHS MILD KIONEY CH,,,,,,1.59,,,,,1124,,
1.67,,,,,60020d2a0a720f05f300008a,,,,754501311409,,1.67,,,HYV KETTLE BUFFALO&B,,HY-VEE,1,,,,Hy-Vee Kettle Cooked Buffalo & Blue Cheese Potato Chips,,,,,,1.67,,,,,1134,,
3.69,,,,,60020d2a0a720f05f300008a,,,,,,3.69,,,HYV KETTLE CHIP ORIG,,,1,,,,HYV KETTLE CHIP ORIG,,,,,,3.69,,,,,1136,,
1.79,,,,,60020d2a0a720f05f300008a,,,,754500355602,,1.79,,,HYV SEASONED CROUTON,,HY-VEE,1,,,,Hy-Vee Seasoned Croutons,,,,,,1.79,,,,,1139,,
3.77,,,,,60020d2a0a720f05f300008a,,,,,,3.77,,,KASHI GOFLOW CINN CR,,KASHI,1,,,,KASHI GOFLOW CINN CR,,,,,,3.77,,,,,1140,,
3.77,,,,,60020d2a0a720f05f300008a,,,,,,3.77,,,KASHI GOPLAY HNY ALM,,,1,,,,KASHI GOPLAY HNY ALM,,,,,,3.77,,,,,1141,,
1.99,,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,LIPTON RECIPE SECRETS,60020d2a0a720f05f300008a,,,LIPTON RECIPE SECRETS,041000004087,,1.99,,,LIPTON BEEFY ONION,,LIPTON,1,,,,"Lipton Recipe Secrets Beefy Onion Recipe Soup & Dip Mix, 2 count, 2.2 oz",,,,19.9,,1.99,,,,,1142,,
3.99,,,559c2234e4b06aca36af13c6,,60020d2a0a720f05f300008a,,,,058449450023,,3.99,,,NATURES PATH OF OATS,,NATURE'S PATH ORGANIC,1,,,,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,,,,,,3.99,,,,,1145,,
4.56,,,,,60020d2a0a720f05f300008a,,,,,,4.56,,,FRSH BNLS PORK LOIN,,,1,,,,FRSH BNLS PORK LOIN,,,,,,4.56,,,,,1149,,
3.99,,,559c2234e4b06aca36af13c6,,60020d2a0a720f05f300008a,,,,044500341720,,3.99,,OSCAR MAYER SAUSAGE LINK,HILLS TRKY POLSKA KI,,HILLSHIRE FARM,1,,,,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,,,,,,3.99,,,,,1150,,
